,observed,expected
0,7714.446,8.755916079
1,13288.289,28374.90335
2,47316.98,41361.00425
3,24839.521,44545.92422
4,22434.793,75406.57905
5,13231.325,3977.3007030000003
6,7752.243,1609.377666
7,15958.844,1614.459949
8,26177.977,33566.72679
9,14078.309,883.243083
10,8159.1772,261.8781312
11,15311.083,13209.946569999998
12,10690.79,8783.324588
13,25712.096,10189.163120000001
14,10257.696,93.60655529000002
15,8600.276,0.0
16,21257.225,2663.359551
17,15476.956,34.67459213
18,12899.534,112.8785032
19,13204.128,49216.518249999994
20,17709.082,9528.883563
21,13383.278,8102.091093999999
22,15456.346,16813.8485
23,8128.414,66.50671582
24,10585.136,499.6241824
25,17910.645,19664.12907
26,7042.8184,7896.557584999999
27,7463.759,4760.892165
28,19902.389,10485.25029
29,15712.626,14062.05985
30,18199.094,0.0
31,14247.034,20030.10459
32,19101.912,2343.553344
33,16671.62,15401.08347
34,12725.343,10344.25463
35,21126.984,4600.862422
36,21990.951,14837.476769999997
37,20554.398,23819.804490000002
38,26706.86,21164.10474
39,18103.229,12443.89299
40,15466.604,0.0
41,24824.234,417.52961039999997
42,5442.5957,185.9491986
43,23252.637,0.0
44,18812.977,43015.50585
45,21615.312,9418.73466
46,12845.287,2384.626033
47,17191.52,21171.988119999998
48,28231.39,3068.582172
49,5614.4043,0.0
50,9637.828,0.9946796109999998
51,16680.959,36680.36139
52,15760.989,8156.44789
53,7281.0044,0.0
54,17152.295,16567.50389
55,11819.747,9081.09498
56,16192.855,4178.894949
57,15307.318,666.3757115
58,19113.404,9488.365451
59,26643.137,62024.27898999999
60,17123.791,9569.817614
61,20391.318,27658.463669999997
62,12583.25,8212.386714
63,15515.462,15305.97831
64,27448.8,54.54288609
65,18666.963,21640.5475
66,14351.19,2232.893822
67,19181.74,21674.64901
68,4606.666,0.0
69,12994.37,1090.855866
70,15314.61,364.40794800000003
71,16232.575,13965.673560000001
72,19892.146,6606.491717
73,11644.287,28936.31115
74,10170.211,18467.251119999997
75,19675.982,4462.246083
76,14838.27,1426.192511
77,18822.836,10387.25439
78,15396.928,5476.520567000001
79,23658.29,11124.97909
80,8674.314,2120.370536
81,7628.3364,2730.819068
82,42399.03,31719.08142
83,13180.459,19973.74161
84,33281.375,6360.680238
85,16481.01,486.5666592
86,15001.907,278.752501
87,13387.732,0.0
88,16146.903,19531.17082
89,17947.803,12742.90073
90,12279.425,0.0
91,23889.922,22225.398090000002
92,12703.528,1940.1546239999998
93,12457.75,1106.245254
94,10201.67,865.6221883999999
95,19614.975,52188.126710000004
96,20640.607,19746.14189
97,15569.043,18397.55293
98,19305.523,20061.724830000003
99,29011.277,14119.94436
100,6932.589,0.0
101,6335.465,18948.288930000002
102,15785.1875,194.82935229999998
103,8683.857,2355.400452
104,18289.781,12191.015879999999
105,15756.834,27707.37792
106,15672.3955,21686.83685
107,12539.551,0.0
108,12136.914,17378.44738
109,28306.953,2640.261885000001
110,17851.662,36443.92302
111,28230.992,44738.0363
112,4977.846,0.0
113,7708.4355,0.0
114,17999.37,15823.065219999999
115,12770.077,601.5562991
116,16065.462,13825.338909999999
117,18528.639,15619.44326
118,15584.38,16436.73836
119,7943.582,9329.656952
120,14107.505,4413.20911
121,9440.974,1369.2896830000002
122,14052.868,60.37462559
123,16974.473,114.42185800000001
124,6371.457,1329.4575410000002
125,14584.961,0.0
126,12427.476,7747.023963000001
127,15247.158,588.2424529
128,18550.975,37568.20371
129,13680.512,19566.28305
130,7671.14,0.309176269
131,16770.092,13481.09894
132,20592.299,3825.119154
133,5670.994,0.0
134,20165.127,15787.909290000001
135,12851.344,10350.12518
136,25084.855,40350.79195
137,12374.448,7456.867018000001
138,15287.327,54443.10795
139,18469.217,33802.99272
140,30937.947,98681.84533
141,20095.748,19370.33555
142,11664.051,7570.560136
143,12444.262,210.57010899999997
144,11784.995,2570.349875
145,35440.82,4911.316382
146,8933.008,302.040278
147,50806.85,13105.67822
148,13441.682,22290.762099999996
149,17129.477,3200.264434
150,10739.705,0.0
151,19476.13,23167.578080000003
152,6120.308,182.38018540000002
153,15680.009,3114.1534389999997
154,23360.207,10204.98895
155,8364.488,6363.246607
156,19667.055,23595.77927
157,26216.965,22247.92444
158,12870.285,17689.58397
159,20304.754,179.8256955
160,21180.938,59164.91669
161,10111.11,0.0
162,7610.09,3987.0690340000006
163,21287.646,69009.83736
164,5057.5684,0.0
165,10883.721,8210.99211
166,10474.947,7240.5579769999995
167,18366.023,4341.532061999999
168,27034.975,40223.95928
169,16119.066,23058.671230000004
170,19228.926,19072.9731
171,12880.096,9444.545718000001
172,9809.576,12314.758890000001
173,22299.984,23744.27032
174,10716.4375,4042.0396360000004
175,42110.645,75921.82937
176,42871.895,42399.19187
177,24306.113,11223.04593
178,12938.882,22.385344779999997
179,8594.504,9666.039712
180,16464.13,31857.69862
181,13889.289,8534.188054
182,23986.79,416.7696894
183,19811.273,52882.88903
184,13128.864,16.40478202
185,15114.809,15783.939349999999
186,8296.355,0.0
187,6616.821,41.99632761
188,25662.932,97994.41633
189,6127.545,0.0
190,18350.316,23.6119324
191,21961.945,19140.94515
192,15566.131,46241.00335
193,12548.184,7791.46315
194,12687.358,11012.672209999999
195,10528.38,3152.140781
196,16648.555,26220.806419999997
197,19807.854,6042.3161549999995
198,13846.55,15885.125159999998
199,16945.6,7339.7832
200,15684.656,1416.7376179999999
201,6049.8516,1791.6317530000001
202,14574.435,0.612067428
203,18959.31,12994.785440000001
204,12459.472,0.0
205,23613.646,91525.53567
206,17990.186,4029.196914
207,17703.916,39043.13849
208,14691.041,46872.398030000004
209,21309.32,20702.79204
210,8109.084,2881.3644850000005
211,7798.3057,5724.998545
212,27438.059,50.3562494
213,10166.462,1540.8248409999999
214,18368.717,0.0
215,14540.694,10916.41284
216,15067.687,11981.555890000003
217,11607.646,301.9912185
218,12756.821,1019.677927
219,11167.923,33982.16588
220,5985.5967,1610.837786
221,10946.682,10421.11956
222,25260.762,15208.47051
223,49003.844,54.43498273000001
224,13330.698,13598.220350000001
225,17118.873,24746.981309999996
226,33146.742,120672.57169999999
227,16225.195,25610.80599
228,8855.06,6968.676718000001
229,21442.074,59881.310269999994
230,16923.9,16080.812030000001
231,21999.734,2996.026213
