,observed,expected
0,7545.8135,8.755916079
1,14433.561,28374.90335
2,55693.133,41361.00425
3,27178.207,44545.92422
4,23439.656,75406.57905
5,12002.052,3977.3007030000003
6,7301.1865,1609.377666
7,15245.734,1614.459949
8,27144.172,33566.72679
9,13720.743,883.243083
10,6249.9375,261.8781312
11,18548.625,13209.946569999998
12,11970.087,8783.324588
13,25125.693,10189.163120000001
14,10992.175,93.60655529000002
15,9312.661,0.0
16,23517.604,2663.359551
17,14582.294,34.67459213
18,15306.145,112.8785032
19,12790.234,49216.518249999994
20,18733.455,9528.883563
21,12795.722,8102.091093999999
22,15055.8955,16813.8485
23,7926.5747,66.50671582
24,7817.872,499.6241824
25,20274.463,19664.12907
26,7009.676,7896.557584999999
27,7904.62,4760.892165
28,21411.531,10485.25029
29,16232.676,14062.05985
30,19790.29,0.0
31,15094.45,20030.10459
32,17842.762,2343.553344
33,19106.31,15401.08347
34,13258.28,10344.25463
35,20418.957,4600.862422
36,25072.893,14837.476769999997
37,24308.287,23819.804490000002
38,29881.81,21164.10474
39,19397.566,12443.89299
40,16476.04,0.0
41,26416.314,417.52961039999997
42,5523.16,185.9491986
43,23946.838,0.0
44,23072.154,43015.50585
45,22701.879,9418.73466
46,14058.287,2384.626033
47,18921.982,21171.988119999998
48,27428.766,3068.582172
49,5603.502,0.0
50,7111.834,0.9946796109999998
51,18097.777,36680.36139
52,17711.023,8156.44789
53,6567.3853,0.0
54,13351.535,16567.50389
55,9134.704,9081.09498
56,12525.844,4178.894949
57,19564.736,666.3757115
58,11455.137,9488.365451
59,26162.498,62024.27898999999
60,17620.031,9569.817614
61,22115.492,27658.463669999997
62,15770.921,8212.386714
63,14502.272,15305.97831
64,29345.486,54.54288609
65,17853.432,21640.5475
66,13862.579,2232.893822
67,22965.469,21674.64901
68,2213.1157,0.0
69,14378.896,1090.855866
70,13902.795,364.40794800000003
71,15619.38,13965.673560000001
72,21520.148,6606.491717
73,14986.752,28936.31115
74,9646.641,18467.251119999997
75,21243.508,4462.246083
76,17009.646,1426.192511
77,18740.41,10387.25439
78,16532.672,5476.520567000001
79,26066.295,11124.97909
80,8397.472,2120.370536
81,7805.1567,2730.819068
82,40199.03,31719.08142
83,13441.067,19973.74161
84,32898.043,6360.680238
85,17703.312,486.5666592
86,14823.219,278.752501
87,14042.201,0.0
88,16374.985,19531.17082
89,20553.543,12742.90073
90,14210.632,0.0
91,26778.355,22225.398090000002
92,14759.136,1940.1546239999998
93,16208.624,1106.245254
94,11991.533,865.6221883999999
95,23495.955,52188.126710000004
96,23828.172,19746.14189
97,13405.829,18397.55293
98,20984.73,20061.724830000003
99,31419.824,14119.94436
100,6504.1924,0.0
101,6353.2646,18948.288930000002
102,14809.178,194.82935229999998
103,8997.156,2355.400452
104,17028.08,12191.015879999999
105,17921.746,27707.37792
106,17885.254,21686.83685
107,13490.743,0.0
108,12302.556,17378.44738
109,26175.883,2640.261885000001
110,21899.664,36443.92302
111,31189.389,44738.0363
112,3878.882,0.0
113,7941.363,0.0
114,17850.26,15823.065219999999
115,17281.826,601.5562991
116,18762.348,13825.338909999999
117,19489.209,15619.44326
118,15145.489,16436.73836
119,6412.0566,9329.656952
120,13196.09,4413.20911
121,9991.327,1369.2896830000002
122,14526.629,60.37462559
123,16819.62,114.42185800000001
124,5539.8965,1329.4575410000002
125,17451.773,0.0
126,11970.757,7747.023963000001
127,14493.404,588.2424529
128,20621.92,37568.20371
129,8918.28,19566.28305
130,8184.2305,0.309176269
131,14925.39,13481.09894
132,22244.887,3825.119154
133,3781.3318,0.0
134,21632.303,15787.909290000001
135,13671.821,10350.12518
136,26786.67,40350.79195
137,12991.794,7456.867018000001
138,15278.708,54443.10795
139,20055.654,33802.99272
140,30851.217,98681.84533
141,24341.818,19370.33555
142,13244.8125,7570.560136
143,10524.472,210.57010899999997
144,11065.446,2570.349875
145,43469.555,4911.316382
146,8592.547,302.040278
147,48511.69,13105.67822
148,13840.635,22290.762099999996
149,19010.027,3200.264434
150,10715.68,0.0
151,23134.941,23167.578080000003
152,5219.622,182.38018540000002
153,19016.773,3114.1534389999997
154,25389.729,10204.98895
155,9119.822,6363.246607
156,12634.698,23595.77927
157,27571.037,22247.92444
158,15011.362,17689.58397
159,22802.049,179.8256955
160,23938.467,59164.91669
161,11993.037,0.0
162,7703.629,3987.0690340000006
163,23084.541,69009.83736
164,3852.3833,0.0
165,9583.868,8210.99211
166,9396.068,7240.5579769999995
167,17546.395,4341.532061999999
168,24522.08,40223.95928
169,17883.314,23058.671230000004
170,19673.635,19072.9731
171,14695.39,9444.545718000001
172,10205.648,12314.758890000001
173,25209.111,23744.27032
174,10846.074,4042.0396360000004
175,46578.336,75921.82937
176,45554.418,42399.19187
177,31382.053,11223.04593
178,13748.656,22.385344779999997
179,9758.678,9666.039712
180,18510.967,31857.69862
181,14863.162,8534.188054
182,25731.676,416.7696894
183,23258.021,52882.88903
184,11859.281,16.40478202
185,16452.768,15783.939349999999
186,7866.9893,0.0
187,5586.8706,41.99632761
188,26250.08,97994.41633
189,4234.2544,0.0
190,19650.713,23.6119324
191,24158.166,19140.94515
192,16993.291,46241.00335
193,12545.593,7791.46315
194,14031.66,11012.672209999999
195,10940.057,3152.140781
196,20158.783,26220.806419999997
197,22332.5,6042.3161549999995
198,13535.855,15885.125159999998
199,17613.81,7339.7832
200,16128.562,1416.7376179999999
201,5868.726,1791.6317530000001
202,15634.9795,0.612067428
203,13221.441,12994.785440000001
204,13599.531,0.0
205,23404.602,91525.53567
206,16700.027,4029.196914
207,18703.086,39043.13849
208,16062.116,46872.398030000004
209,23630.547,20702.79204
210,8630.434,2881.3644850000005
211,6232.0254,5724.998545
212,29078.416,50.3562494
213,10545.222,1540.8248409999999
214,18614.404,0.0
215,11995.095,10916.41284
216,15614.577,11981.555890000003
217,11821.338,301.9912185
218,12914.959,1019.677927
219,11142.911,33982.16588
220,5103.838,1610.837786
221,9794.85,10421.11956
222,26664.21,15208.47051
223,50845.926,54.43498273000001
224,14660.071,13598.220350000001
225,19629.463,24746.981309999996
226,32956.36,120672.57169999999
227,18791.908,25610.80599
228,9239.364,6968.676718000001
229,21384.059,59881.310269999994
230,16890.42,16080.812030000001
231,23087.123,2996.026213
232,6438.144,11317.23963
233,17540.459,12685.00525
234,21151.021,179.5417962
235,15967.2,13096.13855
236,9754.678,9094.881873999999
