,observed,expected
0,5652.8267,8.755916079
1,13883.599,28374.90335
2,71810.2,41361.00425
3,27472.912,44545.92422
4,23835.768,75406.57905
5,11428.605,3977.3007030000003
6,5212.5283,1609.377666
7,15147.145,1614.459949
8,24249.162,33566.72679
9,10546.96,883.243083
10,5686.292,261.8781312
11,17359.34,13209.946569999998
12,9379.412,8783.324588
13,34168.832,10189.163120000001
14,9387.404,93.60655529000002
15,4695.3115,0.0
16,20412.568,2663.359551
17,12265.091,34.67459213
18,13708.648,112.8785032
19,11465.767,49216.518249999994
20,19627.328,9528.883563
21,10404.7295,8102.091093999999
22,17878.875,16813.8485
23,6967.278,66.50671582
24,9023.203,499.6241824
25,16606.354,19664.12907
26,5043.041,7896.557584999999
27,8192.66,4760.892165
28,20215.285,10485.25029
29,12020.351,14062.05985
30,13235.523,0.0
31,14235.662,20030.10459
32,15438.568,2343.553344
33,15351.91,15401.08347
34,11829.652,10344.25463
35,10006.415,4600.862422
36,53051.914,14837.476769999997
37,25209.629,23819.804490000002
38,21977.553,21164.10474
39,17989.912,12443.89299
40,9942.338,0.0
41,19931.668,417.52961039999997
42,7223.797,185.9491986
43,12951.945,0.0
44,19533.166,43015.50585
45,18042.514,9418.73466
46,14001.266,2384.626033
47,16111.438,21171.988119999998
48,23008.562,3068.582172
49,2215.741,0.0
50,5304.9194,0.9946796109999998
51,21219.809,36680.36139
52,17376.97,8156.44789
53,42.036934,0.0
54,15123.046,16567.50389
55,8695.709,9081.09498
56,16359.702,4178.894949
57,20712.967,666.3757115
58,15159.351,9488.365451
59,30900.727,62024.27898999999
60,16524.281,9569.817614
61,22814.316,27658.463669999997
62,15088.519,8212.386714
63,22007.006,15305.97831
64,28847.258,54.54288609
65,16249.501,21640.5475
66,14152.718,2232.893822
67,19243.668,21674.64901
68,3573.5762,0.0
69,13278.352,1090.855866
70,9202.106,364.40794800000003
71,13557.324,13965.673560000001
72,16766.424,6606.491717
73,17017.402,28936.31115
74,8741.221,18467.251119999997
75,17555.979,4462.246083
76,17293.994,1426.192511
77,19259.791,10387.25439
78,13566.263,5476.520567000001
79,22003.727,11124.97909
80,9865.811,2120.370536
81,4475.636,2730.819068
82,56130.44,31719.08142
83,10267.936,19973.74161
84,22269.842,6360.680238
85,14936.313,486.5666592
86,14099.6,278.752501
87,12696.616,0.0
88,12496.564,19531.17082
89,19518.36,12742.90073
90,9463.685,0.0
91,22529.193,22225.398090000002
92,12578.4,1940.1546239999998
93,9691.126,1106.245254
94,10800.755,865.6221883999999
95,18839.775,52188.126710000004
96,23092.812,19746.14189
97,20581.352,18397.55293
98,20032.467,20061.724830000003
99,36211.54,14119.94436
100,5236.873,0.0
101,1703.1991,18948.288930000002
102,11769.615,194.82935229999998
103,8144.355,2355.400452
104,16429.775,12191.015879999999
105,15542.933,27707.37792
106,15380.467,21686.83685
107,8564.627,0.0
108,12976.6045,2062.119684
109,16210.387,4450.670314
110,8946.481,575.7913164
111,3693.9395,0.0
112,8455.539,2499.77601
113,32763.055,2693.532154
