,observed,expected
0,10238.605,8.755916079
1,14008.752,28374.90335
2,49441.316,41361.00425
3,28028.68,44545.92422
4,22927.29,75406.57905
5,11648.371,3977.3007030000003
6,9993.079,1609.377666
7,14865.5,1614.459949
8,25784.988,33566.72679
9,11581.287,883.243083
10,9895.454,261.8781312
11,19820.371,13209.946569999998
12,13492.47,8783.324588
13,28089.072,10189.163120000001
14,11738.398,93.60655529000002
15,9375.393,0.0
16,21487.926,2663.359551
17,13606.192,34.67459213
18,13425.111,112.8785032
19,11803.647,49216.518249999994
20,20716.953,9528.883563
21,10565.255,8102.091093999999
22,24909.479,16813.8485
23,10528.099,66.50671582
24,13992.75,499.6241824
25,19247.648,19664.12907
26,9028.638,7896.557584999999
27,9829.343,4760.892165
28,18012.445,10485.25029
29,14181.649,14062.05985
30,19940.076,0.0
31,13373.259,20030.10459
32,18045.414,2343.553344
33,19042.299,15401.08347
34,12512.722,10344.25463
35,21590.477,4600.862422
36,24263.682,14837.476769999997
37,23517.402,23819.804490000002
38,27198.729,21164.10474
39,14640.416,12443.89299
40,14685.135,0.0
41,27362.217,417.52961039999997
42,9108.584,185.9491986
43,26894.191,0.0
44,21170.725,43015.50585
45,21901.588,9418.73466
46,12543.582,2384.626033
47,14893.307,21171.988119999998
48,33044.273,3068.582172
49,8257.798,0.0
50,10473.001,0.9946796109999998
51,17465.633,36680.36139
52,15026.753,8156.44789
53,8954.397,0.0
54,12279.259,16567.50389
55,11087.683,9081.09498
56,12886.788,4178.894949
57,15992.196,666.3757115
58,8438.444,9488.365451
59,26979.387,62024.27898999999
60,19134.967,9569.817614
61,26045.861,27658.463669999997
62,17411.285,8212.386714
63,18621.895,15305.97831
64,28588.24,54.54288609
65,16844.902,21640.5475
66,17403.754,2232.893822
67,24345.27,21674.64901
68,6537.9634,0.0
69,14529.142,1090.855866
70,17690.447,364.40794800000003
71,11571.528,13965.673560000001
72,20438.76,6606.491717
73,16360.173,28936.31115
74,10164.315,18467.251119999997
75,18613.4,4462.246083
76,21836.129,1426.192511
77,18088.04,10387.25439
78,15367.526,5476.520567000001
79,25578.156,11124.97909
80,9470.241,2120.370536
81,9158.755,2730.819068
82,45422.387,31719.08142
83,14409.89,19973.74161
84,31877.34,6360.680238
85,15798.5,486.5666592
86,16426.578,278.752501
87,15850.231,0.0
88,14746.163,19531.17082
89,20618.889,12742.90073
90,13991.613,0.0
91,21957.72,22225.398090000002
92,14814.579,1940.1546239999998
93,16744.56,1106.245254
94,11712.712,865.6221883999999
95,19987.455,52188.126710000004
96,23531.387,19746.14189
97,16431.371,18397.55293
98,19017.326,20061.724830000003
99,28870.994,14119.94436
100,8360.177,0.0
101,8839.145,18948.288930000002
102,13944.805,194.82935229999998
103,11054.806,2355.400452
104,19791.842,12191.015879999999
105,18433.14,27707.37792
106,21806.516,21686.83685
107,12055.308,0.0
108,13932.139,17378.44738
109,26380.96,2640.261885000001
110,19908.652,36443.92302
111,28739.453,44738.0363
112,7128.646,0.0
113,9312.842,0.0
114,18762.146,15823.065219999999
115,15763.458,601.5562991
116,15677.418,13825.338909999999
117,17177.656,15619.44326
118,14921.484,16436.73836
119,11211.492,9329.656952
120,15517.608,4413.20911
121,11084.45,1369.2896830000002
122,14932.631,60.37462559
123,17282.637,114.42185800000001
124,8172.461,1329.4575410000002
125,16031.661,0.0
126,11633.588,7747.023963000001
127,12885.917,588.2424529
128,20546.855,37568.20371
129,9949.524,19566.28305
130,10886.576,0.309176269
131,17270.984,13481.09894
132,22814.268,3825.119154
133,7587.514,0.0
134,19711.248,15787.909290000001
135,14696.253,10350.12518
136,26766.84,40350.79195
137,13179.224,7456.867018000001
138,15804.49,54443.10795
139,17374.824,33802.99272
140,34583.617,98681.84533
141,20303.965,19370.33555
142,14290.275,7570.560136
143,10618.043,210.57010899999997
144,12114.029,2570.349875
145,31511.836,4911.316382
146,9938.169,302.040278
147,55400.88,13105.67822
148,10389.343,22290.762099999996
149,17632.203,3200.264434
150,11493.324,0.0
151,20074.291,23167.578080000003
152,7694.042,182.38018540000002
153,18745.6,3114.1534389999997
154,24561.025,10204.98895
155,9664.986,6363.246607
156,24178.258,23595.77927
157,27314.246,22247.92444
158,15278.516,17689.58397
159,19739.566,179.8256955
160,25074.664,59164.91669
161,11922.779,0.0
162,10029.623,3987.0690340000006
163,19483.092,69009.83736
164,8146.6074,0.0
165,13472.708,8210.99211
166,10000.421,7240.5579769999995
167,14716.723,4341.532061999999
168,21731.363,40223.95928
169,17708.69,23058.671230000004
170,21724.518,19072.9731
171,14543.417,9444.545718000001
172,11972.015,12314.758890000001
173,22692.428,23744.27032
174,11190.818,4042.0396360000004
175,44327.754,75921.82937
176,47476.938,42399.19187
177,28575.307,11223.04593
178,13559.371,22.385344779999997
179,10513.057,9666.039712
180,18843.678,31857.69862
181,13428.266,8534.188054
182,26940.746,416.7696894
183,20273.223,52882.88903
184,19416.686,16.40478202
185,14433.999,15783.939349999999
186,10070.749,0.0
187,8248.42,41.99632761
188,25036.887,97994.41633
189,7822.8555,0.0
190,19186.746,23.6119324
191,24430.037,19140.94515
192,15848.53,46241.00335
193,10895.772,7791.46315
194,14659.872,11012.672209999999
195,13767.272,3152.140781
196,18418.676,26220.806419999997
197,22989.508,6042.3161549999995
