"","subwatershed","area","perimeter","circulatory_ratio","relief","avg_slope","watershed_length","elongation_ratio","drainage_density","shape_factor","relief_ratio","ruggedness","aae_area","buildings_aae_count","x_area","buildings_x_count","water_bodies_area","dams_count","bridges_count","streets_km","railroads_km","population","population_density","avg_median_income","housing_density","population_change","dependent_population_pct","dist_to_stream_avg..m.","dist_to_stream_stdev..m.","lu_22_area","lu_23_area","lu_24_area","lu_41_area","lu_82_area","avg_impervious_percent","orb100yr06h","orb100yr12h","orb100yr24h","orb25yr06h","orb25yr12h","orb25yr24h","orb2yr06h","orb2yr12h","orb2yr24h","orb50yr06h","orb50yr12h","orb50yr24h","orb100yr06ha_am","orb100yr12ha_am","orb100yr24ha_am","orb25yr06ha_am","orb25yr12ha_am","orb25yr24ha_am","orb2yr06ha_am","orb2yr12ha_am","orb2yr24ha_am","orb50yr06ha_am","orb50yr12ha_am","orb50yr24ha_am","File"
"1",51202081102,57.07587692,42.3107897,0.400645431,64,3.576001167,2.91067274,2.928788274,1.119474335,0.148434264,0.021988044,0.071646357,3.006035485,6,0,0,3.075746452,1,4,101.1758954,1.927195073,16069,281.5375053,55486.66667,18.3965636,931,43.23333333,359.1385474,312.0035901,0.624532099,0.092668626,0.023420913,14.91893804,16.03648846,0.864173412,5088,5830,6910,3965,4601,5477,2275,2694,3224,4510,5201,6179,5067,5806,6882,3949,4582,5455,2094,2480,2968,4491,5180,6154,"IN_subwatershed_data_1_177.csv"
"2",51202080201,83.36271224,59.14445638,0.299470199,103,5.056457996,2.505819994,4.111413024,1.536132546,0.075323051,0.041104309,0.158221652,0.697930346,0,0,0,0.320525971,0,9,88.82762606,0,16098,193.1079204,58111,4.174528283,1673,41.36666667,291.8890818,205.9945212,0.067277874,0.006300004,0,43.74544619,19.30066456,0.143913478,5151,5818,6802,3932,4521,5335,2182,2588,3097,4515,5148,6050,5130,5794,6774,3916,4502,5313,2009,2383,2851,4496,5127,6025,"IN_subwatershed_data_1_177.csv"
"3",51201110302,71.91110591,43.1301873,0.485783929,53,2.096236467,4.160914875,2.299663077,1.186615308,0.240758536,0.012737583,0.062890611,4.03492554,1,0,0,1.233707409,0,2,99.01391279,13.54454344,7525,104.6430854,56771.33333,7.314586438,-431,41.46666667,374.0861307,247.4708871,1.418911997,0.057047302,0.006655957,11.09233774,35.94381924,1.188921332,5182,5880,6891,3959,4548,5334,2228,2618,3074,4543,5191,6086,5161,5856,6863,3943,4529,5312,2051,2410,2830,4524,5170,6061,"IN_subwatershed_data_1_177.csv"
"4",51201060507,42.80049447,40.82692677,0.322674964,35,1.100222468,4.623489064,1.596649605,0.728583357,0.499448695,0.007570041,0.025500418,2.977041235,0,0,0,0.194908971,0,4,70.69488742,7.409274248,13768,321.6785266,48506.75,8.037290322,-243,41.675,870.3013091,593.0193059,0.702918133,0.118726948,0.041892259,1.327510542,36.94180169,1.080669641,4822,5480,6211,3730,4251,4875,2107,2427,2816,4261,4850,5527,4802,5458,6186,3715,4233,4855,1940,2234,2592,4243,4830,5504,"IN_subwatershed_data_1_177.csv"
"5",71200010303,68.06306671,51.20547521,0.326203469,15,0.638812363,5.454146111,1.706805556,0.575172391,0.437060968,0.002750201,0.008627586,4.357637174,25,0.085572861,10,0.269729223,0,4,132.6694882,25.42656124,24923,366.1750962,61766.2,28.47359212,38,42,682.3337173,572.0199395,3.308097293,1.162700147,0.942745092,5.155388565,42.94072388,4.353973389,4746,5399,5999,3652,4159,4712,2035,2335,2724,4179,4757,5340,4727,5377,5975,3637,4142,4693,1873,2150,2508,4162,4737,5318,"IN_subwatershed_data_1_177.csv"
"6",50800030717,81.07175162,51.84162562,0.379072429,76,1.701046109,2.995906856,3.391263461,1.273544821,0.110710053,0.025367945,0.096789406,18.41188607,10,0.271153677,96,14.71437056,0,4,124.8142196,0.464634127,20757,256.03246,55698.4,18.76115872,-833,40.66,333.0775374,189.0824155,1.633004058,0.653082707,0.170552095,34.69615086,13.85721843,1.650411844,4209,4851,5699,3436,3999,4671,2102,2489,2891,3823,4430,5185,4192,4831,5676,3422,3983,4652,1935,2291,2662,3807,4412,5164,"IN_subwatershed_data_1_177.csv"
"7",41000030604,49.19742849,49.855776,0.248726069,8.964989059,0,9.675333158,0.818013239,0.757944814,1.902783836,0.000926582,0.006794967,6.402539741,188,0,0,0.598761588,0,10,185.4851868,17.82199925,35141,714.2853006,56169.14286,59.75922096,558,40.47142857,495.9172954,382.2424921,5.540363718,1.905686038,0.803067757,3.330384762,25.18610493,8.485956192,4361,5014,5648,3366,3871,4436,1891,2192,2567,3846,4420,5025,4343,4993,5625,3352,3855,4418,1741,2018,2363,3830,4402,5004,"IN_subwatershed_data_1_177.csv"
"8",51401010601,50.85881038,30.90638943,0.669082262,117,4.51566124,3.317970586,2.425300891,0.831630839,0.216460604,0.035262519,0.097300808,1.846655615,7,0,0,0.247209329,0,6,52.00985381,2.046147383,10155,199.6704194,55482,6.685174062,710,42.3,371.1257742,275.5330471,0.088024242,0.009576564,9e-04,16.94002206,20.79051595,0.232021511,4894,5672,6828,3800,4448,5341,2191,2603,3115,4329,5041,6063,4874,5649,6800,3784,4430,5319,2017,2396,2868,4311,5020,6038,"IN_subwatershed_data_1_177.csv"
"9",51401040403,119.0228768,63.35397721,0.372642632,97,4.683288097,7.044130297,1.747603477,0.726947966,0.416892727,0.01377033,0.070513953,5.836815746,132,0,0,0.42747981,3,15,258.8939609,27.25165992,38569,324.0469483,59600.33333,26.28906378,734,39.48333333,614.1913261,594.3874008,1.869293853,1.112965148,0.299670005,46.26315911,18.90852891,1.663548589,4937,5725,6881,3863,4514,5401,2250,2659,3158,4385,5102,6123,4917,5702,6853,3847,4495,5379,2071,2448,2907,4367,5081,6098,"IN_subwatershed_data_1_177.csv"
"10",51202050503,78.62559571,77.09470376,0.166235864,64,0.944563687,6.999176405,1.429519534,0.854716211,0.623060085,0.009143933,0.054701838,15.68637925,60,0,0,0.271067871,0,21,188.4851026,17.50961637,26387,335.6031806,55475.5,47.63079969,-499,38.55,625.5243955,393.1863099,3.137898094,1.619869617,0.511839058,3.712749027,62.13573457,3.580202818,4637,5264,5847,3594,4163,4741,2039,2442,2890,4101,4703,5290,4618,5242,5823,3579,4146,4722,1877,2248,2661,4084,4684,5268,"IN_subwatershed_data_1_177.csv"
"11",51202030203,57.83317462,40.46140893,0.443920186,62,4.67167902,2.020404376,4.247225064,1.895780715,0.070582911,0.030686926,0.117538404,5.937188818,37,0,0,0.214669146,1,12,68.52267931,1.121077161,19086,330.0181968,55383,4.063411728,-52,34.4,169.583461,113.248015,0.155744614,0.0018,0,31.56221344,18.21041126,0.25783512,5400,6050,6836,4077,4658,5340,2231,2644,3100,4707,5326,6067,5378,6025,6808,4060,4639,5318,2054,2434,2854,4688,5304,6042,"IN_subwatershed_data_1_177.csv"
"12",40500011709,47.54468401,37.16732248,0.432503153,14,0.508181393,2.570001248,3.027420224,1.19114437,0.138919977,0.005447468,0.016676021,2.746778073,11,0,0,2.430332209,0,7,79.56602416,10.67837869,21269,447.347594,64997.5,21.57969963,-820,43.5,675.6887589,467.6841957,1.75111104,0.457707046,0.26743082,2.196474446,31.66210497,2.634900808,4574,5206,5741,3533,4023,4526,1979,2267,2626,4036,4595,5117,4555,5185,5718,3518,4006,4507,1822,2087,2418,4019,4576,5096,"IN_subwatershed_data_1_177.csv"
"13",51201130801,60.60112743,37.83624759,0.531954455,54,2.997463703,4.010556034,2.190235545,1.423915657,0.265416839,0.013464467,0.076891445,16.20333351,191,0,0,1.044912606,0,6,73.12993817,0,10367,171.0694246,64355,7.953647407,-312,40.06666667,270.3992239,168.1147473,0.654594237,0.110554442,0.015083045,12.16669298,35.97418752,0.71239531,5145,5908,7046,4019,4656,5555,2313,2717,3232,4566,5265,6282,5124,5884,7017,4002,4637,5532,2129,2501,2976,4547,5243,6256,"IN_subwatershed_data_1_177.csv"
"14",40500010701,76.04905251,47.82572295,0.417811687,0,0,4.522057371,2.176035094,0.76316974,0.268892277,0,0,2.607652349,124,0,0,6.088149267,0,0,67.46996005,0,6384,83.94581904,64775.5,6.048727562,464,43.2,527.9733516,402.6826685,0.914638468,0.362801066,0.027252695,0.834831844,8.757684297,1.357061744,4447,5093,5611,3432,3932,4409,1930,2226,2553,3922,4491,4994,4429,5072,5588,3418,3916,4391,1777,2049,2350,3906,4473,4974,"IN_subwatershed_data_1_177.csv"
"15",51202060310,94.99850312,56.63021302,0.372246168,57,2.53648138,8.175426039,1.345250142,1.066989973,0.703564674,0.006972114,0.060818428,15.41178497,63,0.399550859,6,0.651059889,0,20,147.932847,8.766183257,23299,245.256496,59298,12.86336058,2559,37.9,293.5971397,210.5586804,0.472015013,0.043854808,0.007139852,28.7306219,48.18688634,0.440828741,4950,5620,6535,3787,4381,5115,2110,2523,2973,4346,4981,5805,4930,5597,6508,3771,4363,5094,1942,2323,2737,4328,4961,5781,"IN_subwatershed_data_1_177.csv"
"16",51202040504,97.85363164,76.81198046,0.208414959,29,0.891662598,6.626160309,1.684541035,0.956044815,0.448690557,0.004376592,0.0277253,11.98480408,262,3.213454446,314,1.087102498,0,41,323.5094446,16.93028683,86562,884.6069231,79536,66.48705716,8165,40.24,331.907703,246.7202095,9.23755733,3.19651024,0.539782909,8.200210033,54.0588988,6.273349285,4757,5357,5820,3678,4226,4753,2079,2473,2926,4200,4781,5285,4737,5335,5796,3663,4209,4733,1914,2277,2694,4183,4761,5263,"IN_subwatershed_data_1_177.csv"
"17",51201050405,59.49850896,42.93102393,0.405670524,27.91236102,0.860923886,6.305372116,1.380375933,0.527956736,0.668213678,0.004426759,0.014736519,3.067769799,28,0.031126346,5,0.081333341,0,7,94.23580121,11.66884547,16541,278.0069667,58241,9.647300581,-1269,43.13333333,366.7969782,373.3625744,0.941936102,0.108433438,0.009899998,2.114036013,52.44643232,0.858115137,4751,5357,6242,3659,4164,4914,2117,2451,2858,4204,4761,5563,4731,5335,6217,3644,4147,4894,1949,2256,2631,4187,4741,5540,"IN_subwatershed_data_1_177.csv"
"18",51201040405,84.8246513,56.6117038,0.332597894,31,0.604861319,3.438747822,3.022148304,0.863928765,0.139405072,0.009014909,0.026781792,0.795260709,9,0.022388998,9,0.27606772,0,14,125.9363104,12.96579014,20186,237.9732742,56397.5,6.106715348,-293,40.325,471.3519659,403.9958929,0.487952946,0.096924276,0.023559608,5.485140309,73.8444731,0.514552176,4644,5269,6034,3601,4093,4739,2051,2353,2746,4108,4665,5370,4625,5247,6009,3586,4076,4720,1888,2166,2528,4091,4646,5348,"IN_subwatershed_data_1_177.csv"
"19",71200011009,50.9143242,45.06301725,0.31507164,49,1.180098057,10.22544548,0.787395292,1.007734633,2.053640836,0.004791967,0.049378997,0.725535844,11,0,0,0.320357649,0,10,83.11326388,13.23531794,20279,398.2965564,77574.25,14.67170608,193,40.45,349.6925723,300.7764467,1.509784816,0.094518853,0.0027,2.616109982,38.88044537,1.253231049,5262,5970,7122,3935,4497,5383,2104,2446,2873,4587,5221,6218,5240,5946,7093,3919,4479,5361,1937,2252,2645,4568,5200,6193,"IN_subwatershed_data_1_177.csv"
"20",51201010404,54.61951662,40.92958533,0.409716097,5,0.045075215,2.964263293,2.813275146,1.030860052,0.160873941,0.00168676,0.0051543,4.01034332,1,0.020693185,0,0.297186139,0,10,96.65845871,6.362730702,10613,194.3078346,50018.5,5.162989668,830,49.1,366.0148482,229.4895045,0.554772554,0.107192597,0.011571024,4.328571209,45.51939835,0.715778172,4257,4860,5517,3346,3828,4422,1943,2244,2650,3789,4328,4960,4239,4840,5494,3332,3812,4404,1789,2066,2440,3773,4310,4940,"IN_subwatershed_data_1_177.csv"
"21",41000050104,49.70929398,32.29300781,0.599005022,38,0.9181844,5.417131256,1.468603295,1.268350496,0.59033852,0.007014783,0.048197319,2.801675253,53,0.42869103,24,0.196536541,0,15,82.88993144,0,11735,236.0725543,65453,24.54269418,387,47.2,178.1960604,131.0529194,1.175754403,0.251929842,0.059729966,2.800362873,31.47283491,1.503938198,4315,4978,5561,3335,3845,4373,1877,2180,2535,3807,4389,4952,4297,4958,5538,3321,3829,4355,1728,2007,2334,3791,4371,4932,"IN_subwatershed_data_1_177.csv"
"22",51201111512,80.52982866,67.64560039,0.221150297,50,1.555390716,4.396862181,2.302982267,1.420557715,0.240065046,0.011371746,0.071027886,0,0,0,0,0.589329455,0,14,142.9276859,7.215880395,14733,182.9508425,49885,5.51348497,-469,35,277.7404351,168.1152126,0.912682353,0.243613738,0.04504105,9.138206689,61.59075209,0.950327992,4955,5644,6473,3864,4459,5207,2231,2632,3158,4394,5038,5831,4935,5621,6447,3848,4441,5186,2054,2423,2907,4376,5017,5807,"IN_subwatershed_data_1_177.csv"
"23",50902030505,60.63154929,51.33679986,0.289101899,0,0,3.243341004,2.709017306,1.509252129,0.173494839,0,0,6.944761522,20,0,0,0.516888071,0,8,86.32401363,1.981362534,14588,240.6008122,59858.66667,7.026045104,-214,41.3,225.4787127,179.3016757,0.362539149,0.025256574,0.005227682,23.176584,25.93608238,0.419683427,4382,5031,5919,3525,4101,4815,2113,2509,2948,3950,4567,5365,4364,5010,5895,3510,4084,4795,1945,2310,2714,3934,4548,5343,"IN_subwatershed_data_1_177.csv"
"24",51202030508,52.2815025,36.67061978,0.488563956,34,1.378213525,3.004923084,2.71516189,1.438608555,0.172710468,0.011314765,0.048912691,7.106248797,13,0,0,0.177580598,0,15,87.92001969,0,22156,423.782771,69445,6.15896607,-882,39.45,236.9158098,164.3492067,0.521928465,0.029423828,0.0018,4.499383151,43.61627015,0.580352545,5232,5844,6683,3973,4529,5264,2187,2592,3088,4576,5162,5955,5211,5820,6656,3957,4510,5242,2013,2386,2843,4557,5141,5931,"IN_subwatershed_data_1_177.csv"
"25",51202011107,48.55299505,52.03398018,0.225347007,15,0.509632111,3.236436013,2.429383328,1.017343603,0.215733716,0.004634728,0.015260154,6.106818525,129,0.42099604,19,1.250679828,0,11,282.0424201,7.749211303,68783,1416.658229,109253.75,80.53056245,6329,38.8625,360.9620145,254.2304808,8.014209285,4.293282733,1.493662073,8.646779404,6.641344328,15.29079056,4964,5558,6165,3803,4341,4941,2123,2506,2952,4365,4934,5544,4944,5535,6140,3787,4323,4921,1954,2307,2718,4347,4914,5521,"IN_subwatershed_data_1_177.csv"
"26",51201100407,32.26708242,33.84469751,0.353987795,57,1.892592907,2.778315082,2.307030904,1.016952178,0.239223199,0.020516032,0.057966274,4.67173931,16,0,0,0.098644805,0,3,43.49214338,1.475949521,15922,493.4440552,51261.25,8.274686769,-777,39.4,261.0085078,197.494944,0.301249087,0.060805654,0.050620337,1.308463448,23.26726284,0.784466386,5121,5718,6235,3926,4456,4986,2194,2561,2975,4501,5068,5601,5100,5695,6210,3910,4438,4966,2020,2358,2739,4482,5047,5578,"IN_subwatershed_data_1_177.csv"
"27",51201070103,62.20962493,46.97727285,0.354235306,0,0,7.380898516,1.20579816,0.683700237,0.875711161,0,0,5.079197887,61,0,0,0.02998946,0,10,111.6978347,10.42031197,12431,199.8243843,57160.33333,13.24553879,-683,40.7,492.1423245,307.8325667,1.011349085,0.232956218,0.067584557,0.635599968,56.5930264,1.105513573,4783,5403,6195,3682,4216,4908,2115,2477,2879,4227,4808,5538,4763,5381,6170,3667,4199,4888,1947,2280,2650,4210,4788,5515,"IN_subwatershed_data_1_177.csv"
"28",50800030302,42.07955385,43.39471932,0.280806543,0,0,3.28657549,2.227137397,1.361725737,0.256694225,0,0,1.898284394,13,0.239150186,3,0.129244863,0,8,56.97468016,6.593427143,9277,220.463364,54367.66667,9.862271864,-162,40.96666667,235.2531265,210.7055628,0.336801405,0.049180065,0.015734863,4.559433417,32.14363383,0.536759019,4075,4684,5497,3315,3843,4506,2022,2378,2786,3693,4264,4999,4058,4665,5475,3301,3827,4487,1861,2189,2565,3678,4246,4979,"IN_subwatershed_data_1_177.csv"
"29",51201010502,62.04976777,49.03403847,0.324305786,6,0.110775627,4.998567831,1.778195675,1.22739391,0.402671618,0.001200344,0.007364363,8.612933238,24,0.086015365,2,0.387637848,0,10,143.690252,0,10613,171.0401244,50018.5,6.510902691,830,49.1,263.2874429,173.1363665,0.469790657,0.078293149,0.006691332,3.556418106,50.82570728,0.58899641,4268,4871,5519,3343,3822,4411,1935,2231,2635,3791,4330,4955,4250,4851,5496,3329,3806,4393,1781,2054,2426,3775,4312,4935,"IN_subwatershed_data_1_177.csv"
"30",51402010404,80.36862306,50.27824311,0.399517865,95.74262735,6.994654179,3.862110548,2.619229916,1.613136591,0.185593548,0.024790235,0.154445936,11.35648607,42,0,0,0.662078176,2,8,104.248098,0,19971,248.4924992,66538.33333,8.199717438,-326,35.76666667,232.886804,131.6299813,0.445569717,0.089345537,0.013237872,30.88611252,15.63504372,0.463674456,5003,5846,7047,3915,4604,5549,2265,2691,3225,4443,5209,6280,4982,5822,7018,3899,4585,5526,2085,2477,2969,4425,5188,6254,"IN_subwatershed_data_1_177.csv"
"31",51201050504,49.14318676,53.70281989,0.21413073,52,0.668505669,8.402081819,0.94145553,0.671997451,1.436516098,0.006188942,0.034943867,0.05211478,6,0,0,0.015033234,0,6,89.48679813,3.431804402,6535,132.9787592,56239.5,6.043564115,-326,41.15,460.2939805,521.5737295,0.31411005,0.075423865,0.020004911,1.185274762,44.77349189,0.520339191,4836,5452,6254,3745,4262,4924,2150,2490,2861,4282,4851,5574,4816,5430,6228,3730,4244,4904,1979,2292,2634,4264,4831,5551,"IN_subwatershed_data_1_177.csv"
"32",51201061003,49.74216729,57.06804686,0.191932513,17.99637681,0.911699176,3.168855598,2.511394634,1.566028097,0.20187391,0.005679141,0.028182832,0,0,0,0,0.072536474,0,6,70.26596953,2.355503,3330,66.94521332,50081,2.75420247,-883,38.6,335.3001083,202.7843854,0.745546281,0.019081714,0.002607093,5.721381981,39.99063012,0.71300149,5016,5687,6508,3838,4379,5060,2123,2457,2861,4413,5019,5763,4995,5664,6481,3822,4361,5039,1954,2262,2634,4395,4998,5739,"IN_subwatershed_data_1_177.csv"
"33",51201060901,65.74119372,49.69935624,0.334461338,19,1.02014029,3.554936058,2.573605989,1.707216452,0.19223214,0.005344681,0.032437113,0.197229924,2,0,0,0.051693752,0,3,94.3840444,1.481399028,9849,149.8147424,50491,6.753756281,-1280,40.36666667,248.6224238,182.0140527,1.316028212,0.188986506,0.245986628,5.331004835,54.50972727,1.396665454,4956,5616,6402,3813,4348,5005,2127,2460,2863,4370,4967,5686,4936,5593,6376,3797,4330,4984,1958,2265,2636,4352,4947,5663,"IN_subwatershed_data_1_177.csv"
"34",71200010702,78.95071984,62.98096039,0.250119413,49,1.134984016,3.73336151,2.685548876,1.178274473,0.176540356,0.013124901,0.057735449,15.2013996,26,0,0,2.406722104,1,5,239.4633318,7.912537985,23942,303.2524599,62546.33333,15.93399025,465,39.65,408.1218475,294.2518381,1.376018347,0.162379022,0.016174788,12.64142523,49.13493271,1.036659598,5048,5769,6540,3837,4398,5070,2099,2431,2857,4422,5063,5782,5027,5745,6513,3821,4380,5049,1932,2238,2630,4404,5042,5758,"IN_subwatershed_data_1_177.csv"
"35",51402010801,49.0938718,38.68515778,0.412238361,83,2.250503778,3.466056879,2.281040604,1.303907008,0.244705701,0.02394652,0.108224282,8.153890969,46,0,0,0.696802942,0,7,86.68263852,12.81016865,9283,189.0867365,53704.33333,3.462753981,509,42.96666667,305.5121952,210.2990115,0.765042986,0.467596523,0.368247752,6.681936976,30.11249598,2.196293116,5047,5956,7206,3939,4668,5634,2275,2712,3257,4475,5293,6399,5026,5932,7177,3923,4649,5611,2094,2497,2999,4457,5271,6373,"IN_subwatershed_data_1_177.csv"
"36",40400010403,82.25539066,71.3792905,0.202875582,79,2.376199245,3.493658344,2.929252521,1.111434722,0.148387218,0.0226124,0.087803343,4.118667856,42,1.318675819,345,2.440687227,8,15,313.2841044,65.51930436,58671,713.2784798,60184.6,78.12253943,892,29.74,397.6328637,343.0948162,13.05114415,6.245935299,1.74176208,18.56776545,9.641027106,12.83360481,5235,5981,7126,3924,4511,5375,2075,2427,2862,4561,5224,6215,5214,5957,7097,3908,4492,5353,1910,2234,2635,4542,5203,6190,"IN_subwatershed_data_1_177.csv"
"37",40500010103,62.11160799,44.17078657,0.400048246,0,0,7.340757644,1.211436235,0.385091024,0.867578936,0,0,0,0,0,0,1.198106236,0,0,4.881442769,0.503448275,3817,61.45389121,48558,0.418601302,-69,39.7,1025.632774,258.6132695,0.086307222,0.007506492,0,0.023165058,0.305972847,0.872317612,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"IN_subwatershed_data_1_177.csv"
"38",51401041105,73.78471724,60.77674043,0.251016039,133,8.276097298,3.674683432,2.637657105,1.538351935,0.18300942,0.036193594,0.204600807,7.406778591,16,0,0,0.370531828,0,3,99.19940729,5.232411888,6855,92.90541804,42147.5,4.120094396,-98,44.65,300.2358172,151.1016618,0.6374508,0.06336512,0.0036,48.74401488,2.628815551,0.531633377,4962,5772,6959,3892,4563,5500,2265,2685,3219,4414,5153,6214,4942,5748,6931,3876,4544,5478,2085,2472,2964,4396,5132,6189,"IN_subwatershed_data_1_177.csv"
"39",51201111902,61.76116882,43.80451769,0.404471164,58,2.721181631,4.826320118,1.837370285,1.448683543,0.377152284,0.012017437,0.084023645,0,0,0,0,0.578547261,0,19,237.5414433,16.0658502,25923,419.7297508,50226.5,27.28251476,-1216,37.15,232.9241802,135.1418846,2.35573574,0.572584439,0.260860103,6.761527447,33.80677222,2.975054979,4993,5713,6747,3909,4522,5371,2262,2662,3200,4438,5105,6044,4973,5690,6720,3893,4503,5349,2082,2451,2946,4420,5084,6019,"IN_subwatershed_data_1_177.csv"
"40",51201111702,61.87739096,51.75341948,0.290311178,35,1.024808645,8.112656243,1.094102429,0.673275169,1.063638759,0.004314247,0.023564631,0,0,0,0,0.184627882,0,4,121.4538826,4.048707567,12975,209.6888669,56917,7.126997327,-219,33.06666667,834.9765516,392.3835139,0.821474494,0.177585181,0.077441288,1.326603669,54.79424334,1.051728845,4950,5652,6555,3877,4478,5257,2249,2647,3173,4400,5053,5894,4930,5629,6528,3861,4460,5235,2070,2437,2921,4382,5032,5870,"IN_subwatershed_data_1_177.csv"
"41",51202060303,76.75768834,53.43060763,0.337871473,23,0.174660563,3.461172756,2.856227039,1.313912314,0.156071882,0.006645146,0.030219983,6.007570307,20,0,0,0.670583807,2,17,109.2909142,4.089702345,15316,199.5370149,55651.33333,7.504134276,1475,41.36666667,232.3271591,157.4063345,1.163664806,0.129645,0.037757813,21.41109867,43.15205588,0.861112416,4561,5197,6013,3592,4162,4857,2091,2486,2944,4066,4674,5429,4542,5176,5988,3577,4145,4837,1925,2289,2710,4049,4655,5407,"IN_subwatershed_data_1_177.csv"
"42",51202011206,61.41339431,53.82403863,0.266391524,61,1.507256389,5.235031595,1.689146443,0.907363316,0.446247209,0.01165227,0.055349162,7.054868824,535,1.461782447,613,1.059123619,0,23,532.4362467,8.205873566,151991,2474.883561,61585.09524,222.2479339,6469,39.2047619,401.9070088,309.5805481,21.28861345,9.415456007,4.06052449,1.847218033,6.851653661,29.57714653,4787,5380,5819,3683,4225,4740,2063,2456,2908,4216,4789,5277,4767,5358,5795,3668,4208,4721,1899,2261,2677,4199,4769,5255,"IN_subwatershed_data_1_177.csv"
"43",51201061208,71.32428288,72.14947722,0.172179285,36,0.791613877,5.583003257,1.706891379,1.154684795,0.437017017,0.006448142,0.041568653,3.74530756,184,0,0,0.190227072,0,7,127.2229832,0,8647,121.2350079,57727.33333,24.03108634,-740,42.4,249.2374565,247.2128299,2.145239785,0.200401152,0.062923163,4.796960399,53.08089081,1.683046579,4876,5530,6385,3791,4333,5011,2163,2509,2888,4322,4920,5681,4856,5507,6359,3775,4315,4990,1991,2310,2659,4304,4900,5658,"IN_subwatershed_data_1_177.csv"
"44",51201030604,58.09552925,41.74528189,0.418926449,34,1.370257258,3.839600506,2.239960579,0.624014617,0.253763624,0.008855088,0.021216497,12.82569839,1,0,0,1.700489915,0,1,85.63781854,0,17514,301.4689809,61695,6.971276538,414,41.525,581.5453536,650.5163322,0.599909452,0.075998601,0.002376343,8.457284903,41.31532176,0.636752307,4682,5287,6109,3638,4134,4813,2098,2418,2800,4150,4702,5443,4663,5265,6084,3623,4117,4793,1931,2226,2578,4133,4683,5421,"IN_subwatershed_data_1_177.csv"
"45",51201011403,45.53386094,35.85701915,0.445036852,56,2.400841236,3.591832771,2.119855163,1.470383454,0.283333379,0.015590926,0.082341473,4.702706133,13,0.266386549,0,0.37933418,0,10,63.11463867,10.89268181,7487,164.4270845,54497,16.01006339,-241,39.4,288.2874817,147.6084651,0.942914043,0.315196026,0.116320596,9.008683151,27.05125538,1.599047303,4686,5301,6091,3637,4130,4789,2085,2396,2775,4149,4703,5422,4667,5279,6066,3622,4113,4769,1919,2206,2555,4132,4684,5400,"IN_subwatershed_data_1_177.csv"
"46",71200010201,77.85708965,66.32207889,0.222429184,66,1.274506688,6.440329825,1.545952098,0.656089455,0.532743369,0.010247922,0.043301904,4.541872748,90,0,0,3.829394876,0,2,146.0556874,16.97327809,21584,277.2258775,62011.5,18.91927898,-280,40.875,596.2133324,456.5730686,2.235314282,0.604114215,0.011543154,5.712314729,50.42457064,1.70192802,5032,5766,6472,3809,4373,5006,2062,2388,2818,4396,5043,5715,5011,5742,6446,3793,4355,4985,1898,2198,2594,4378,5022,5692,"IN_subwatershed_data_1_177.csv"
"47",71200011403,97.45277369,58.4389801,0.358590527,25,0.65268141,4.278683236,2.603406747,1.464951932,0.187856431,0.005842919,0.036623798,0,0,0,0,0.203085841,0,0,1.206770185,0,5828,59.80332606,62044,0.112875186,-315,40.8,545.1032414,96.64501842,0.035164215,0,0,0.178905262,1.449354292,2.018351078,5317,6046,7350,3945,4525,5598,2157,2520,3041,4629,5286,6442,5295,6021,7320,3929,4506,5575,1986,2320,2800,4610,5264,6416,"IN_subwatershed_data_1_177.csv"
"48",41000030502,78.14055408,51.33814747,0.372568355,16,0.103780806,5.158009565,1.933798234,0.893149668,0.340477016,0.003101972,0.014290395,5.074650293,24,0.076458087,7,0.953458721,0,9,126.5435774,31.18289768,8896,113.8461341,61578.5,8.407926047,-8,39.6,526.5437585,410.0805816,1.834211097,0.634487458,0.388187735,4.9093347,54.9688378,2.00878787,4338,4985,5626,3347,3845,4414,1880,2177,2550,3824,4393,5000,4320,4965,5603,3333,3829,4396,1731,2004,2348,3808,4375,4980,"IN_subwatershed_data_1_177.csv"
"49",51202081304,88.80601823,51.01228547,0.428847319,111.7115869,8.24012661,2.701088346,3.936746675,1.395741774,0.082155223,0.041357991,0.155920528,5.259212663,179,0,0,0.840993991,6,12,156.4191831,9.528778733,9664,108.8214537,47274.33333,13.51259773,-321,43.6,300.2493207,210.3467314,1.020844223,0.687131748,0.239377144,61.05025231,3.201009641,1.391635299,5063,5808,6949,3956,4588,5491,2278,2685,3206,4493,5183,6203,5042,5784,6921,3940,4569,5469,2097,2472,2952,4475,5162,6178,"IN_subwatershed_data_1_177.csv"
"50",50902030901,68.86530502,39.79151366,0.546549397,97,3.935200214,2.666088357,3.512212294,1.996820397,0.103216375,0.03638289,0.193691579,0.59368366,1,0,0,0.680882403,2,1,78.29921981,0,3307,48.02127863,58670,7.521929945,406,45.5,206.1785703,127.3755039,0.155095859,0.024235256,0.0108,31.22909843,8.024192429,0.290806919,4642,5365,6214,3693,4318,5040,2190,2608,3076,4158,4835,5624,4623,5343,6189,3678,4300,5019,2016,2401,2832,4141,4815,5601,"IN_subwatershed_data_1_177.csv"
