"","subwatershed","area","perimeter","circulatory_ratio","relief","avg_slope","watershed_length","elongation_ratio","drainage_density","shape_factor","relief_ratio","ruggedness","aae_area","buildings_aae_count","x_area","buildings_x_count","water_bodies_area","dams_count","bridges_count","streets_km","railroads_km","population","population_density","avg_median_income","housing_density","population_change","dependent_population_pct","dist_to_stream_avg..m.","dist_to_stream_stdev..m.","lu_22_area","lu_23_area","lu_24_area","lu_41_area","lu_82_area","avg_impervious_percent","orb100yr06h","orb100yr12h","orb100yr24h","orb25yr06h","orb25yr12h","orb25yr24h","orb2yr06h","orb2yr12h","orb2yr24h","orb50yr06h","orb50yr12h","orb50yr24h","orb100yr06ha_am","orb100yr12ha_am","orb100yr24ha_am","orb25yr06ha_am","orb25yr12ha_am","orb25yr24ha_am","orb2yr06ha_am","orb2yr12ha_am","orb2yr24ha_am","orb50yr06ha_am","orb50yr12ha_am","orb50yr24ha_am","File"
"303",41000050106,50.11680504,41.39620539,0.36751255,19,0.647296011,7.364306722,1.084713085,1.126831024,1.0821323,0.002580012,0.021409789,2.716529958,2,0.311315399,32,0.280631418,0,5,99.50911998,13.18272119,14346,286.2512881,63065,14.32653178,438,45.1,490.3136756,320.184842,1.85342105,0.862259742,0.405487215,0.768181791,42.17028566,3.405787468,4260,4923,5488,3296,3805,4323,1856,2159,2514,3760,4342,4892,4242,4903,5466,3282,3789,4305,1709,1988,2314,3744,4324,4872,"IN_subwatershed_data_1089_1284.csv"
"304",51201111602,68.67250735,69.53949609,0.178455398,46,1.704146624,4.036487698,2.316556401,1.355799108,0.23725991,0.011396046,0.062366759,0,0,0,0,0.612483438,0,10,53.87899583,4.715286159,2975,43.32155785,70231,1.354253741,27,34.2,242.8384455,180.2451467,0.231845534,0.022743063,0.00697079,10.36968321,32.13446917,0.429782718,4878,5550,6372,3829,4408,5136,2238,2626,3127,4339,4967,5744,4858,5527,6346,3813,4390,5115,2060,2418,2879,4321,4947,5721,"IN_subwatershed_data_1089_1284.csv"
"305",51201110402,58.68038467,44.92359384,0.365387623,75,3.581005573,2.868961214,3.012845479,1.319815081,0.140267289,0.026141866,0.098986131,3.158145548,26,0.080781446,3,1.180470635,0,12,93.52377214,23.33552382,17477,297.8337667,57426.5,8.469610464,-1576,37.625,358.0578545,269.2145017,0.54037444,0.030476404,0.010738879,23.00174667,24.03863328,0.550404847,5405,6079,6868,4070,4660,5351,2222,2634,3099,4704,5341,6087,5383,6054,6840,4053,4641,5329,2046,2425,2853,4685,5319,6062,"IN_subwatershed_data_1089_1284.csv"
"306",51201100502,50.64227817,32.02024585,0.620688608,61.56399584,2.13820672,4.912218549,1.634684693,0.910540563,0.476477203,0.012532829,0.056056515,2.00843382,14,0,0,0.199572208,2,9,73.44298912,0,7246,143.0820307,50024.5,4.245464615,-501,42.55,386.4678627,281.7424413,0.186690852,0.016816221,0,6.840280375,33.82633296,0.303955376,5366,6019,6794,4070,4640,5293,2250,2639,3062,4687,5304,6021,5344,5994,6766,4053,4621,5271,2071,2429,2819,4668,5282,5996,"IN_subwatershed_data_1089_1284.csv"
"307",51401010702,52.34682472,43.4822587,0.347917293,109,10.09235668,2.755106032,2.96320647,1.502172466,0.145006107,0.039562906,0.163736799,5.297193971,25,0.001590633,0,1.203921873,5,2,51.16055376,6.733771109,12431,237.4738118,84535.5,9.284230756,851,35.8,228.9053573,168.0930749,0.200001652,0.025606738,0.000731631,38.42315097,4.571206164,0.295604944,4948,5713,6941,3839,4474,5396,2212,2612,3116,4375,5074,6144,4928,5690,6913,3823,4456,5374,2036,2405,2869,4357,5053,6119,"IN_subwatershed_data_1089_1284.csv"
"308",51202081201,82.63955007,42.18043387,0.583681224,65.75708155,2.578113794,4.041237095,2.538251786,0.649552672,0.19762447,0.016271523,0.042712688,5.766862502,36,0,0,0.171233627,0,3,96.40098581,0,7464,90.31994963,50741.5,5.348528636,-674,39.45,514.6529759,427.2375597,0.158553291,0.018970144,0.00237656,23.45925073,36.65468958,0.252355486,5046,5786,6912,3918,4546,5460,2243,2648,3191,4464,5148,6169,5025,5762,6884,3902,4527,5438,2065,2438,2938,4446,5127,6144,"IN_subwatershed_data_1089_1284.csv"
"309",51202080701,116.8739865,56.11156402,0.4664692,90,9.742241859,2.565623408,4.754677652,1.698779424,0.056320689,0.035079194,0.152890148,24.46818572,34,0.018290493,0,16.42719678,1,1,57.79062108,0,15590,133.3915311,57061.66667,2.43852382,215,42.13333333,189.671684,132.5103994,0.07021373,0.022183615,0.011221631,89.80431586,0,0.085661255,5102,5724,6721,3884,4444,5270,2144,2543,3063,4467,5064,5977,5081,5701,6694,3868,4426,5248,1974,2341,2820,4449,5043,5953,"IN_subwatershed_data_1089_1284.csv"
"310",41000030706,82.51376548,64.7200844,0.247547258,12,0.310455024,7.260796007,1.411672736,0.810750131,0.6389135,0.001652711,0.009729002,4.057796755,18,0.267762854,8,2.351606167,0,15,190.5075372,18.59270889,32011,387.9473905,82838.83333,28.34678537,1611,42.43333333,424.3627205,275.1723346,2.534674338,1.362820748,0.202653132,11.42260942,45.24633971,2.669832706,4505,5159,5694,3477,3981,4476,1955,2255,2591,3972,4547,5071,4486,5138,5671,3463,3965,4458,1800,2076,2385,3956,4528,5050,"IN_subwatershed_data_1089_1284.csv"
"311",40400010502,67.79543601,45.99477967,0.402710763,38,1.599141479,3.85548468,2.409773957,0.969701299,0.219259039,0.009856089,0.036848649,7.050546288,66,0.689459456,42,1.039995095,0,11,274.6245746,15.94482599,59214,873.4216267,74871,73.29401937,2788,39.725,533.3245838,436.8998518,10.3390481,7.430208004,1.524603266,4.509560374,28.48083313,14.71138954,5351,6081,7436,3977,4554,5604,2123,2475,2983,4655,5308,6482,5329,6056,7406,3961,4535,5581,1954,2278,2746,4636,5286,6456,"IN_subwatershed_data_1089_1284.csv"
"312",41000030701,52.82710012,60.72730061,0.18001085,0,0,5.053906135,1.622767396,0.657550102,0.483501217,0,0,1.701724723,3,0.113588982,1,1.246905697,3,5,79.79615618,13.71707406,28950,548.0141808,51182.83333,11.98248623,15,39.9,584.4203885,408.6907087,0.646914053,0.356051276,0.326339002,8.799030116,26.79218685,1.611367702,4469,5122,5700,3454,3957,4481,1941,2242,2595,3944,4519,5075,4451,5101,5677,3440,3941,4463,1787,2064,2389,3928,4500,5054,"IN_subwatershed_data_1089_1284.csv"
"313",50800030802,37.65391726,31.6793439,0.471484772,80,2.400495052,2.832570539,2.444440144,1.240525686,0.213084227,0.028242898,0.099242055,1.420768249,25,0.051538509,1,0.207467686,1,9,47.42479106,0,11628,308.8124914,61446.5,5.045955742,-116,40.35,198.418427,154.7568815,0.079556183,0.003600002,0,21.91240596,7.032632151,0.232974648,4234,4888,5732,3452,4027,4701,2108,2503,2910,3844,4462,5218,4217,4868,5709,3438,4010,4682,1941,2304,2679,3828,4444,5197,"IN_subwatershed_data_1089_1284.csv"
"314",51202030503,61.30585747,44.14311878,0.395353701,31,1.161376119,3.510633398,2.516636927,1.51082425,0.201033757,0.008830315,0.046835552,3.512679885,6,0,0,0.5710556,1,13,112.575856,0,22181,361.8088208,67246.5,15.43082568,-575,39.075,221.8380507,156.8579377,0.976850541,0.186516399,0.030985888,5.829706048,47.22676144,0.978416026,5221,5830,6617,3966,4519,5227,2183,2586,3079,4567,5151,5905,5200,5806,6590,3950,4500,5206,2010,2381,2835,4548,5130,5881,"IN_subwatershed_data_1089_1284.csv"
"315",71200020506,68.02707449,48.32714706,0.366023815,59,0.777885854,11.07132828,0.840613244,0.636353767,1.801845967,0.005329081,0.037544872,0.757831221,0,0,0,0.00895069,0,10,73.7856087,12.49602196,4777,70.2220408,49040.5,1.190702387,341,39.85,740.2677046,637.3368579,1.006186612,0.079291931,0.0081,0.891133769,53.21362619,0.853344619,4959,5634,6563,3836,4394,5123,2186,2545,2949,4383,4999,5823,4939,5611,6536,3820,4376,5102,2012,2343,2715,4365,4979,5799,"IN_subwatershed_data_1089_1284.csv"
"316",51201011405,75.45586244,40.09170631,0.589920884,59,1.587795496,4.86464171,2.014886995,0.979562252,0.313623597,0.012128334,0.057794173,5.169196154,197,0.204267688,73,0.162461291,0,16,205.3970592,9.764891742,21587,286.0877777,50933.66667,49.64491663,-888,41.5,286.8911854,219.1092288,6.107747988,1.984310902,1.359675454,7.580927433,48.42486846,6.667927265,4697,5306,6098,3645,4136,4797,2092,2405,2783,4159,4710,5429,4678,5284,6073,3630,4119,4777,1926,2214,2562,4142,4691,5407,"IN_subwatershed_data_1089_1284.csv"
"317",51401040502,92.30578058,83.75618524,0.165350299,135,6.970853329,5.239935794,2.068919264,1.143860472,0.297456204,0.025763674,0.154421164,9.712106862,63,0,0,0.251492799,0,7,131.3449643,0,27360,296.4061387,58312,13.35777664,-5,40,1346.47501,1324.608475,0.904603591,0.494440062,0.193907882,48.90313832,6.93295003,1.074748993,4946,5803,6953,3890,4587,5485,2288,2718,3238,4406,5178,6202,4926,5779,6925,3874,4568,5463,2106,2502,2981,4388,5157,6177,"IN_subwatershed_data_1089_1284.csv"
"318",40500010805,96.31159572,58.91168258,0.348727012,0,0,5.984243342,1.850483015,0.783893774,0.371826135,0,0,3.123669792,80,0,0,8.232033661,1,3,114.8807456,0,10806,112.1983279,58374,5.181099911,1021,40,610.5570478,554.2120575,1.185304225,0.450362641,0.039864004,1.892474576,30.1149953,1.344599724,4461,5110,5690,3447,3950,4472,1940,2238,2590,3937,4509,5066,4443,5089,5667,3433,3934,4454,1786,2060,2384,3921,4490,5045,"IN_subwatershed_data_1089_1284.csv"
"319",51202021005,120.0530208,78.24809101,0.246397022,58,2.120176077,4.094023466,3.019891069,1.251214709,0.139613548,0.014166993,0.072570453,0,0,0,0,0.31356484,0,30,191.7897077,8.322417688,19222,160.1125893,58149.25,4.881176636,-1058,39.7,302.3627524,225.5252757,0.900753624,0.187127668,0.070714588,6.387201356,100.3024989,0.698874593,5031,5761,6900,3932,4551,5439,2266,2669,3191,4467,5142,6151,5010,5737,6872,3916,4532,5417,2086,2457,2938,4449,5121,6126,"IN_subwatershed_data_1089_1284.csv"
"320",51202070603,56.73778498,40.4899723,0.434897871,75,4.002946854,4.35970714,1.949547993,1.258587055,0.334998033,0.01720299,0.094394029,2.951039823,10,0,0,0.338801361,3,9,84.89596223,0,15774,278.015788,58463,8.283721336,-49,42.13333333,232.5964277,156.3178318,0.154479828,0.021023435,0.007776563,27.80518885,16.13133607,0.335162908,5011,5735,6764,3870,4493,5298,2201,2616,3085,4420,5096,6010,4990,5712,6736,3854,4475,5276,2026,2408,2840,4402,5075,5985,"IN_subwatershed_data_1089_1284.csv"
"321",51202020211,50.41175998,43.06123928,0.34163997,89,5.156583309,2.37987847,3.366403805,1.734771037,0.112351196,0.037396868,0.154394622,12.80681351,9,0,0,0.38598532,0,3,53.66603655,7.842631215,13040,258.6698025,52958.33333,2.876312988,420,41.7,171.2048971,115.167635,0.152568942,0.003965275,0,25.20396655,11.53352025,0.218710944,5150,5812,6815,3957,4542,5361,2226,2632,3131,4531,5157,6069,5129,5788,6787,3941,4523,5339,2049,2423,2883,4512,5136,6044,"IN_subwatershed_data_1089_1284.csv"
"322",51202040301,41.37630876,31.34505596,0.529204476,0,0,4.171122511,1.740115139,0.670752599,0.420488524,0,0,3.569709094,12,0,0,0.066343025,0,11,59.4667075,6.678071967,10075,243.4968295,82132.5,9.183999525,194,40.65,432.8384288,362.2269154,0.250433455,0.023323093,0,1.789872223,37.02426343,0.426054031,4548,5150,5754,3589,4135,4711,2094,2479,2907,4058,4638,5233,4529,5129,5730,3574,4118,4692,1928,2282,2676,4041,4619,5212,"IN_subwatershed_data_1089_1284.csv"
"323",51202040403,57.05405559,45.70277753,0.343250514,0,0,4.952343264,1.72102659,0.728978104,0.429867843,0,0,7.630811865,118,0.473695443,14,0.650648588,1,5,96.56764331,1.856078779,36810,645.1776236,81294.5,22.03173792,1887,39,885.992083,774.5143693,1.061607504,0.115762538,0.033898075,3.413886237,45.83792538,1.076620936,4688,5298,5817,3658,4211,4747,2100,2491,2917,4159,4747,5282,4669,5276,5793,3643,4194,4728,1933,2293,2685,4142,4728,5260,"IN_subwatershed_data_1089_1284.csv"
"324",51201020201,66.59042555,46.07939022,0.394101609,0,0,4.264250384,2.159326215,1.015577399,0.273069757,0,0,2.341141071,6,0,0,0.24586802,0,9,115.3523628,0,9850,147.9191628,51035.33333,6.682642381,-601,41.96666667,371.7723557,248.6711238,0.70091111,0.063650163,0.026512789,4.90434326,56.83564106,0.640234113,4212,4773,5504,3370,3840,4459,2001,2310,2708,3785,4300,4978,4195,4753,5481,3356,3824,4441,1842,2127,2493,3769,4282,4958,"IN_subwatershed_data_1089_1284.csv"
"325",51201080404,72.82370796,43.95084752,0.473748823,40,1.014937401,3.244219615,2.968118307,1.052308875,0.144526573,0.012329622,0.042092355,2.19901564,1,0,0,0.039505057,0,10,83.81707877,0,6206,85.21950027,47511.5,1.579156064,-302,43.15,312.3845851,238.2810605,1.317348919,0.014781111,0.001848666,1.252896266,67.64956772,0.730262101,4913,5556,6341,3825,4366,4981,2190,2541,2889,4353,4944,5645,4893,5533,6315,3809,4348,4961,2016,2339,2660,4335,4924,5622,"IN_subwatershed_data_1089_1284.csv"
"326",51201040407,40.2472345,51.05088947,0.194061454,35,1.222740889,4.047765039,1.768511085,0.976789684,0.407093854,0.008646747,0.034187639,2.864362157,71,0.105240475,37,0.606757237,0,4,99.023922,9.922778234,16477,409.3945884,53848.75,48.84807676,-278,40.825,482.937208,340.9285699,2.568081001,0.708114199,0.245418358,3.689124842,24.97804615,4.280080318,4651,5274,5993,3606,4095,4712,2049,2347,2733,4113,4667,5338,4632,5252,5969,3591,4078,4693,1886,2161,2516,4096,4648,5316,"IN_subwatershed_data_1089_1284.csv"
"327",51401040904,56.84423973,42.61293111,0.393381118,135,7.314414024,2.572490632,3.307078383,1.501716834,0.11641827,0.052478325,0.202731773,1.00504321,5,0,0,0.238596736,0,4,73.37041067,0,6387,112.3596697,41075.5,6.438647112,-62,39.5,298.8712648,177.7549977,0.509292108,0.064675029,0.030903734,38.97645428,1.376394399,0.581540763,4941,5740,6914,3879,4542,5463,2263,2680,3207,4398,5128,6172,4921,5717,6886,3863,4523,5441,2083,2467,2953,4380,5107,6147,"IN_subwatershed_data_1089_1284.csv"
"328",51402020107,45.60703736,35.74337694,0.448591007,80,2.022293568,2.685359611,2.837713442,1.975060636,0.15811499,0.029791168,0.158004851,8.906108523,3,0,0,1.784893714,0,10,95.09314357,2.507239559,13372,293.200365,62967.33333,8.485532549,-111,40.03333333,359.7620041,219.3942564,0.602721809,0.300670662,0.06930832,4.733159071,31.23703478,1.327589631,5185,6011,7268,4021,4703,5651,2289,2716,3235,4584,5339,6435,5164,5986,7238,4004,4684,5628,2107,2500,2978,4565,5317,6409,"IN_subwatershed_data_1089_1284.csv"
"329",51202030510,82.74643965,47.04390863,0.469842593,65,1.998857379,2.667530151,3.847869907,1.033660854,0.085994239,0.02436711,0.067187956,6.466996869,8,0,0,0.787254217,0,12,120.422195,14.71054293,20485,247.5635216,56841.75,7.49276951,-1055,38.275,309.4899093,247.1137528,0.313494745,0.009615882,0,23.31279635,47.65241536,0.298938453,5240,5856,6730,3979,4539,5291,2193,2599,3096,4582,5173,5991,5219,5832,6703,3963,4520,5269,2019,2393,2850,4563,5152,5967,"IN_subwatershed_data_1089_1284.csv"
"330",51201080901,64.10559452,43.19300996,0.431796241,52,1.522788405,6.11914356,1.476428375,1.218875492,0.584097506,0.008497921,0.063381526,0.739732172,3,0,0,0.065396648,0,11,76.7090293,5.114028912,11399,177.8159938,49762.33333,1.513128467,-475,42.8,320.3595656,245.6253125,0.517005333,0.050776264,0.011700003,8.349736748,50.33036134,0.496153086,5162,5800,6727,3959,4500,5208,2241,2599,2987,4534,5126,5943,5141,5776,6700,3943,4482,5187,2063,2393,2750,4515,5105,5919,"IN_subwatershed_data_1089_1284.csv"
"331",71200020206,50.61699927,44.45891586,0.32180184,17,0.911084354,4.447010532,1.805240628,1.093407678,0.39069686,0.003822793,0.018587931,9.95989761,37,0.172741485,0,0.260220699,0,7,68.05813925,0,11020,217.7134196,55138.66667,5.413201177,-647,39.76666667,294.600683,207.3070762,1.604531835,0.116720216,0.05881932,4.337264139,40.75990188,1.562693357,4991,5668,6545,3860,4418,5119,2183,2541,2929,4411,5030,5814,4971,5645,6518,3844,4400,5098,2010,2339,2697,4393,5009,5790,"IN_subwatershed_data_1089_1284.csv"
"332",51201040602,60.1106654,42.94729467,0.409533823,52,1.644593,4.38730157,1.994037583,0.982654314,0.320216303,0.011852388,0.051098024,0.10600785,1,0,0,0.313856938,0,10,88.43370869,12.08260173,4454,74.09666771,56863,10.73020895,-475,38.5,308.9948566,242.6043892,1.021066892,0.119233534,0.015414697,7.840018307,44.2399113,0.950330198,4734,5345,6117,3670,4161,4816,2100,2409,2798,4190,4742,5451,4715,5323,6092,3655,4144,4796,1933,2218,2576,4173,4723,5429,"IN_subwatershed_data_1089_1284.csv"
"333",71200010506,19.83359558,55.15593692,0.08192695,24,1.230835557,17.13643641,0.293248144,2.010547757,14.80606236,0.001400525,0.048253146,6.557432768,48,0,0,1.393089025,0,4,181.3930326,8.533526084,19975,1007.12954,48799.83333,54.402642,-669,41.36666667,376.9307635,187.4259243,2.445342775,0.991737587,0.409432223,3.059813837,5.828890054,9.919634819,5051,5748,6606,3842,4393,5095,2106,2439,2838,4430,5054,5827,5030,5725,6579,3826,4375,5074,1939,2245,2613,4412,5033,5803,"IN_subwatershed_data_1089_1284.csv"
"334",50800030304,60.96503694,43.33012373,0.408047618,7,0,3.774739169,2.334041278,1.459274477,0.23371848,0.001854433,0.010214921,5.498264306,9,0.298884901,3,0.571308649,0,14,85.02001434,1.352421254,9262,151.9231426,59991,12.08889614,-153,43.2,627.8076099,434.1390795,0.972942218,0.120448721,0.039512601,9.668728379,42.08780964,0.929768085,4162,4787,5629,3389,3936,4616,2067,2441,2856,3776,4364,5121,4145,4767,5606,3375,3920,4597,1903,2247,2629,3760,4346,5100,"IN_subwatershed_data_1089_1284.csv"
"335",51202080804,76.89340777,49.07864482,0.401156513,94.75636364,8.412771225,3.012559147,3.284460408,1.797772034,0.118027187,0.031453777,0.170350341,0.936325913,12,0,0,0.19684727,0,5,70.51146475,0,19378,252.0112005,60241.75,2.835093493,243,40.675,206.7108433,137.7956649,0.20435003,0.002376343,0,60.30763592,2.406505733,0.16175662,5130,5778,6757,3909,4487,5302,2162,2566,3080,4493,5111,6011,5109,5754,6729,3893,4469,5280,1990,2362,2836,4475,5090,5986,"IN_subwatershed_data_1089_1284.csv"
"336",51201110504,80.6379511,52.79511015,0.363548157,64,2.953464985,6.037248822,1.67836234,1.252823595,0.452000241,0.010600855,0.08018071,11.47047056,89,0.076188699,7,1.036837891,3,16,137.917138,13.22309365,9754,120.9604146,47194.66667,20.97027488,-57,41.06666667,418.7626433,239.8848752,2.630608878,0.832675562,0.110357756,28.53638703,22.16009365,2.252403021,5170,5847,6636,3954,4531,5230,2222,2610,3087,4536,5166,5915,5149,5823,6609,3938,4512,5209,2046,2403,2842,4517,5145,5891,"IN_subwatershed_data_1089_1284.csv"
"337",51202010309,48.66786523,36.83990771,0.450624804,8,0.030905802,2.982645392,2.639213869,0.320093276,0.182793584,0.002682183,0.002560746,0.498464631,1,0.021388795,0,0.269073752,0,8,79.23849609,10.72200278,16492,338.8683666,54546.6,20.85565075,-184,41.48,2205.312648,1353.964375,1.001379855,0.209350971,0.068532689,2.472169713,39.03723217,1.341223001,4459,5043,5782,3534,4049,4680,2091,2445,2837,3993,4547,5228,4441,5022,5758,3519,4032,4661,1925,2251,2612,3977,4528,5207,"IN_subwatershed_data_1089_1284.csv"
"338",51201050506,46.1096655,44.51497331,0.292408236,53,0.882711351,2.784924003,2.751298408,0.549355285,0.168203382,0.01903104,0.02911583,1.765566197,79,0,0,0.070357496,0,6,102.4457475,9.110251583,11215,243.2244927,58288.25,25.30922719,-847,42.1,380.534506,304.7270245,1.229777191,0.62995934,0.19679002,1.21555843,39.31176344,2.440132618,4868,5485,6267,3773,4294,4936,2166,2509,2869,4310,4882,5587,4848,5463,6241,3757,4276,4916,1994,2310,2641,4292,4862,5564,"IN_subwatershed_data_1089_1284.csv"
"339",51201060903,63.98729438,74.86587574,0.143461641,19,1.026977181,3.019396609,2.989384441,1.836705548,0.142477596,0.006292648,0.034897405,2.370507885,56,0,0,0.080765207,0,4,102.3286353,0.141833926,12660,197.8517786,48354.25,5.923050876,-593,41.6,175.5805965,150.5028214,1.334604877,0.092127658,0.003276343,5.537593324,52.04602485,1.019260287,4914,5565,6386,3798,4328,5000,2136,2471,2871,4342,4933,5677,4894,5542,6360,3782,4310,4980,1966,2275,2643,4324,4913,5654,"IN_subwatershed_data_1089_1284.csv"
"340",51201011305,44.44011996,38.00979567,0.386539621,51,2.680533409,3.003274485,2.504653449,1.414650523,0.202962045,0.016981465,0.072147177,2.586944783,4,0.101630527,0,0.344696592,0,2,73.08292169,5.296221021,8534,192.0336851,61330.5,4.747961981,-288,40,214.6974931,194.1093251,0.259173155,0.271793619,0.007785133,10.84880946,25.46672794,0.781643629,4646,5268,6056,3604,4096,4754,2060,2366,2754,4111,4667,5388,4627,5246,6031,3589,4079,4734,1896,2178,2535,4094,4648,5366,"IN_subwatershed_data_1089_1284.csv"
"341",51201060509,73.69099103,73.49810998,0.171424116,34,1.500262976,3.405596917,2.844258168,1.014277281,0.157388172,0.009983566,0.034485428,6.586074418,62,0,0,1.596280165,0,3,149.6203761,7.619104435,15559,211.1384279,51960,16.66418083,334,42.275,533.1513101,527.2784179,2.605918049,0.543098474,0.280534082,8.621322044,43.93304539,2.334546328,4814,5475,6188,3723,4242,4859,2099,2414,2810,4252,4842,5508,4794,5453,6163,3708,4225,4839,1932,2222,2587,4234,4822,5485,"IN_subwatershed_data_1089_1284.csv"
"342",40500012206,96.90231719,55.09903527,0.401103117,56,1.356943011,3.576722716,3.105538141,0.423762778,0.132018983,0.015656791,0.023730716,4.116354654,184,0.268991249,76,1.376554356,0,7,447.5378475,15.1212897,76540,789.8675926,69402.17647,102.1544199,2771,37.32941176,1200.819917,836.8678636,23.65821091,7.827306607,3.453501738,2.751457377,15.3042961,18.93111801,4894,5603,6221,3730,4274,4857,2050,2364,2780,4289,4911,5518,4874,5580,6196,3715,4256,4837,1887,2176,2559,4271,4891,5495,"IN_subwatershed_data_1089_1284.csv"
"343",51202080301,40.48146117,39.31521435,0.329112781,105,4.808165073,2.435996311,2.947179061,0.997291773,0.146587545,0.043103514,0.104715636,1.806276424,0,0,0,0.11732408,0,6,45.61414505,0.422872814,15251,376.7403537,50183.33333,2.643185224,2032,43.8,420.5978603,243.4805487,0.030832769,0.008100001,0.001799998,15.03421782,7.994305933,0.149175078,5157,5859,6892,3972,4577,5432,2240,2639,3168,4543,5198,6145,5136,5835,6864,3956,4558,5410,2062,2429,2917,4524,5177,6120,"IN_subwatershed_data_1089_1284.csv"
"344",51201111802,57.46907631,42.38220089,0.402047226,80,1.639398098,4.48716719,1.90633805,0.916169252,0.350356586,0.01782862,0.07329354,0,0,0,0,0.18156933,0,17,78.89674099,0,8911,155.0573034,61488,3.967351046,332,41.65,770.8548518,449.4696292,0.328091554,0.040685169,0.01603412,4.299142703,48.09787814,0.513785779,4944,5649,6588,3875,4480,5277,2246,2649,3176,4396,5053,5920,4924,5626,6561,3859,4462,5255,2068,2439,2924,4378,5032,5896,"IN_subwatershed_data_1089_1284.csv"
"345",51202011302,89.51977192,54.44494365,0.3795017,0.90499391,0,4.115043584,2.594418924,0.765159645,0.189160264,0.000219923,0.000692465,5.742948147,65,0.188816216,25,0.729385044,0,17,252.441532,14.80952224,76787,857.7658136,87669.66667,37.83521704,7392,39.34444444,386.8770765,262.2923075,6.873591033,3.283999945,1.597746752,3.045855903,59.03787565,7.130393982,5080,5659,6257,3872,4401,5002,2142,2524,2980,4453,5011,5620,5059,5636,6231,3856,4383,4981,1972,2324,2743,4435,4990,5597,"IN_subwatershed_data_1089_1284.csv"
"346",51201061302,68.49363939,49.66554835,0.348939101,25,0.546011627,4.987760814,1.872296226,0.618832908,0.363212674,0.005012269,0.015470823,0,0,0,0,0.120426773,0,11,85.15055161,0,4598,67.13032102,67263,1.591388645,445,41.65,579.8105481,402.6278733,1.328070375,0.269547478,0.011717566,0.505508241,64.48083753,1.112973809,4906,5553,6325,3824,4369,4984,2189,2540,2890,4351,4945,5640,4886,5530,6299,3808,4351,4964,2015,2338,2661,4333,4925,5617,"IN_subwatershed_data_1089_1284.csv"
"347",51201130804,71.27288061,54.65737896,0.299803413,49.93793104,2.064971924,7.003800588,1.360139468,1.312815572,0.688245266,0.007130119,0.065559293,12.67983617,1,0,0,1.214518978,1,0,15.73173919,0.309713472,5749,80.66181626,59493.5,0.308672805,411,39.3,242.2704369,92.13206196,0.057462186,0.017219683,0,10.79247121,8.153234555,0.364424974,5180,5958,7103,4047,4694,5611,2330,2739,3274,4598,5310,6340,5159,5934,7074,4030,4675,5588,2145,2522,3014,4579,5288,6314,"IN_subwatershed_data_1089_1284.csv"
"348",50800020603,42.63078595,53.07544953,0.190171679,0,0,6.264725297,1.176019971,1.128763936,0.920620677,0,0,0,0,0,0,0.04302474,0,0,3.327040277,0,2976,69.80870593,48750,0,-297,39.2,NA,NA,0.001357682,0,0,0.082467224,2.890212725,0.334403515,4142,4772,5605,3380,3929,4592,2067,2441,2841,3761,4355,5097,4125,4752,5582,3366,3913,4573,1903,2247,2615,3745,4337,5076,"IN_subwatershed_data_1089_1284.csv"
"349",41000030301,94.21651828,75.90673493,0.205483187,0,0,8.613177439,1.271613678,1.033008511,0.787407845,0,0,0.782351256,0,0,0,3.365515237,0,0,15.7453366,0,7661,81.31270546,58029,1.125068108,698,39.4,278.2098344,192.312516,0.30052244,0.0036,0.001045899,2.530375407,4.819069772,1.209704638,4439,5094,5634,3422,3926,4422,1924,2221,2557,3911,4487,5009,4421,5073,5611,3408,3910,4404,1771,2045,2354,3895,4469,4988,"IN_subwatershed_data_1089_1284.csv"
"350",51202090804,51.58072506,43.36138399,0.344739491,55,2.813494444,2.922423959,2.77303634,2.1284185,0.165576614,0.018819994,0.117063018,14.94501206,4,0,0,1.219245213,1,14,67.48926309,0,10985,212.9671498,59939.33333,2.966224298,343,41.26666667,128.5170699,71.3403681,0.166113885,0.010404558,0.006592222,13.43381475,29.46881425,0.316408426,5127,5911,7158,3980,4633,5573,2270,2682,3206,4537,5254,6341,5106,5887,7129,3964,4614,5550,2090,2469,2952,4518,5232,6315,"IN_subwatershed_data_1089_1284.csv"
"351",51202081404,55.05246611,43.86569024,0.359531302,103.3629191,7.32407999,2.380928087,3.516391083,1.531626906,0.102971201,0.043412869,0.158313428,15.89100164,143,0.107409012,38,0.136284446,0,0,69.72625323,8.860001338,10210,185.4594484,52196,9.881482855,-59,40.9,266.5834634,180.538722,0.275829983,0.06605925,0.018261386,33.51323166,10.2040569,0.413962245,5098,5841,6993,3977,4614,5535,2282,2700,3247,4523,5213,6250,5077,5817,6965,3961,4595,5512,2101,2486,2989,4504,5192,6225,"IN_subwatershed_data_1089_1284.csv"
"352",51202020402,47.98571603,41.55335299,0.349228515,43,2.073191643,2.918148042,2.678574491,1.030653408,0.177460893,0.014735373,0.044318097,9.973334949,19,0,0,1.094087457,0,5,72.77970272,11.43374127,8313,173.2390529,57750,5.230723239,41,42.2,577.0895898,348.9262471,0.730556062,0.279151162,0.117897497,4.346143021,30.8414041,1.381118536,5097,5758,6691,3935,4519,5306,2232,2636,3136,4495,5121,5982,5076,5734,6664,3919,4500,5284,2055,2427,2887,4477,5100,5958,"IN_subwatershed_data_1089_1284.csv"
